Wavenumber,COMP1,COMP2,COMP3,COMP4
1207.810547,14474.597833426635,2201812916.6147037,197075255625.10025,419.18909598654216
1206.103516,13938.151116557385,2249922015.536961,199405282476.65033,426.31687253407404
1204.396484,13397.493925399402,2242503123.494013,199897675174.35025,426.24822874647225
1202.6875,12825.199733936193,2129994939.1317806,197231722974.097,412.8174077386882
1200.980469,12284.602207655033,1964027252.5431874,193395970256.52615,392.31549710295667
1199.271484,11806.226896616587,1786399974.7843347,189606981273.32407,369.7246480439288
1197.564453,11500.755128937257,1632106363.7788424,188048624809.36945,349.65415820826706
1195.855469,11485.57618378942,1553978716.4970374,191608189177.03833,338.9140012829069
1194.144531,11696.35637903741,1523991161.042507,198119457872.77887,333.3353277695426
1192.435547,12144.573009444888,1513141736.343127,205569223124.23624,329.0428965588124
1190.724609,12655.630809357846,1518726799.1765873,213258017395.66187,324.54713895852973
1189.015625,13004.159806845435,1526240763.3010108,219609526940.79886,316.69524381015833
1187.304688,13501.44809823116,1544660199.284983,225406945059.2084,308.0378328550592
1185.59375,14352.719418644463,1580243543.0176058,231780229090.9061,300.41767567037084
1183.880859,15814.493310777525,1642009224.4927685,238048226757.41254,296.30900233818875
1182.169922,18274.20112583895,1742647626.0612998,243872063202.01544,299.1224811587334
1180.457031,21308.72043827819,1857956000.418231,249735297951.69897,304.660465259217
1178.744141,24405.349675876318,1972444852.9264574,255613742362.42453,310.2180627864045
1177.03125,27610.912650919086,2055519655.6686373,262568665882.36475,310.9470725754302
1175.318359,30850.665055888654,2068881436.0149326,271863549655.05188,300.4939715839489
1173.605469,33763.11500485686,2045642567.5553265,282120921565.9152,284.9362508754368
1171.890625,36239.18432779603,2011622065.470651,292325383929.21686,268.9842147413871
1170.175781,37622.58561860847,1991739712.90073,301382686190.0631,257.3406805702039
1168.460938,37146.06944714255,2023825547.2241368,307724768862.23035,256.96809987850037
1166.746094,35544.983276837054,2078299937.4586546,312491115794.6492,262.31516149782567
1165.03125,33506.96163160486,2129643680.9090633,316725617992.3245,268.4888739737085
1163.314453,31325.224291039995,2162302991.3452578,320930754997.986,272.5750504424119
1161.597656,29565.623302674572,2150291273.1268516,326049503329.79913,269.6696419835332
1159.880859,28142.45102064666,2115963158.5132213,331476215166.98566,263.43590987859335
1158.164063,26772.036999570813,2077922260.5150669,336652198741.341,257.01262454571753
1156.447266,25960.531949075837,2055480053.2759569,341282779209.7548,253.1078090344834
1154.728516,26151.631678872,2074625448.4655342,344943264493.9783,255.54837142206338
1153.011719,26871.697474048447,2115822600.3253703,348098312506.35974,261.1086864717877
1151.292969,27839.779643759328,2172460844.974213,350843826215.1273,268.62012926803214
1149.574219,28578.822465378827,2210485596.954039,354589639903.87915,272.13558222763254
1147.855469,28398.13541551702,2185752465.5328636,360666544187.4443,264.4181863724251
1146.134766,27867.723908956392,2156134072.5323977,367881061210.7832,254.2844239226724
1144.414063,27586.332332596794,2160538076.835087,376693235817.952,246.56769818622328
1142.695313,27530.274501256303,2252493087.1194806,382872624276.6671,252.2992936858013
1140.974609,27898.9659596725,2508349708.599511,381742625654.9359,285.74748042238
1139.251953,28732.00763533416,2853810827.943277,379387758319.8958,331.8375622386061
1137.53125,29737.49904152473,3211541623.9902577,378609688283.5577,378.73088350708224
1135.810547,31617.178445366193,3567164897.698042,388200078323.4032,414.80666873002224
1134.087891,35106.23370088998,3880384460.158674,419230482485.3363,422.5903408526875
1132.365234,39147.30454916668,4143737473.094116,459857427310.41376,414.4155262405283
1130.642578,43022.172293849995,4378080517.189752,501149624263.98193,403.4952712169725
1128.917969,45724.742455485946,4517480221.129452,533539615118.071,390.2874887469721
1127.195313,45882.58970962539,4495457552.920569,543106585539.4365,379.9118492473632
1125.470703,44522.56379803307,4389012678.942233,540634253956.14923,372.65503694578456
1123.746094,42661.99326963055,4256480459.1738167,536257054063.55975,365.7466114944473
1122.021484,40555.36480616577,4157266307.8855805,533927750534.9399,365.7393035198208
1120.296875,38853.58758655507,4178086261.032411,541795067567.11804,378.99031156091667
1118.570313,37398.332492185335,4271144636.2338095,555005289291.6157,399.75244752033444
1116.845703,35857.297934502974,4383696681.339257,567733688479.6156,423.5245172219486
1115.119141,34626.378690503014,4520938099.132138,580762475883.037,446.89708491930054
1113.392578,34005.1387252605,4668176865.651785,592926096785.8727,464.33035458222827
1111.666016,33777.99235951673,4822279553.493053,604392861686.7218,477.99262435301335
1109.9375,33829.027157982644,4987807633.825366,616219454302.1144,490.63868255099055
1108.210938,33965.89539515186,5146791105.41724,627097865550.6849,500.71682870174294
1106.482422,33897.1866070718,5281115346.910633,635784509870.9054,507.72058209951354
1104.753906,33798.0963151082,5393860875.120721,642930860250.2333,512.2792383288023
1103.025391,33833.532777433145,5489952862.546515,649156631253.8905,514.5072273155174
1101.296875,33991.779349454926,5558576335.2351055,654042057408.8695,515.475499444122
1099.566406,34338.02865655691,5591608716.239043,657509081846.4875,516.4775294628707
1097.835938,34790.755774090496,5599794944.83381,659995955328.3522,517.1293182565491
1096.105469,35209.165803662836,5588236618.276419,661181011973.098,517.1820746855295
1094.375,35673.26097451882,5573235657.455404,662968481423.9058,516.5780737913808
1092.644531,36246.42287178808,5576095915.236522,667458095729.3263,515.1933138712192
1090.912109,36755.14603587983,5578417041.268139,672026173225.2474,513.2997043715023
1089.181641,37117.3687938142,5564671491.190223,675088364311.3179,510.534973622089
1087.449219,37101.70941128145,5528066856.42061,673737270143.5623,508.75499421127927
1085.716797,36416.903316542535,5453594904.259371,664170512069.2461,509.68564154121947
1083.984375,35341.7519923442,5354279355.613612,649862309769.9921,511.1394003600959
1082.25,34140.77848073756,5250224065.457113,633634401237.665,512.9590595940658
1080.515625,32918.150392369804,5129045559.664343,618002424082.2858,509.7060249014893
1078.783203,31879.36659049433,4982970385.5139065,606695720264.6853,495.26441804509255
1077.048828,30984.76309524513,4834063254.0549555,597240583291.044,476.73733274341515
1075.3125,30121.428465959376,4687570372.66818,587758621802.2863,457.7025854469984
1073.578125,29459.48102567199,4586473175.734504,576408307298.4933,447.95731449095746
1071.841797,29146.071710455337,4581368998.215026,560307807238.524,459.85772397641904
1070.107422,29003.389007317946,4618763554.160107,542699566951.60925,480.82324818927583
1068.371094,28910.872132453613,4659256550.625691,525896672890.24945,502.0550203788817
1066.634766,28710.98883156788,4658870028.919607,512980208936.5714,511.9011196472592
1064.896484,28180.204892282032,4553920380.816371,508190640239.9802,494.0561170303285
1063.160156,27456.793494378773,4392949584.164792,507460188823.24695,462.8677669492769
1061.421875,26692.39973122011,4221716539.2582126,507450224648.5456,430.17700157917074
1059.683594,25873.348561278774,4057622297.547186,505318801262.51917,405.2101046804747
1057.945313,25039.609764321394,3936695077.1081896,496694070736.1952,402.6490563121699
1056.207031,24219.63587237906,3838861734.074569,484841756666.767,410.9809819763006
1054.466797,23406.327837084864,3741185175.157151,472868522208.28156,419.5524549944366
1052.726563,22687.212331020626,3645209618.9369864,461917597851.28937,423.48088770076816
1050.988281,22155.264476637072,3543216543.0115333,454406098404.0664,413.34192595072125
1049.246094,21749.642626026864,3443527517.2805624,448696349477.00433,396.32592096077127
1047.505859,21416.250946864686,3357133917.072849,442979276671.87604,380.01998807672476
1045.765625,21136.20940760453,3281544294.4580626,437061441042.35693,365.76273355389185
1044.023438,20869.484032570876,3218077361.203336,430139612029.5672,357.69933753091107
1042.28125,20618.39566609013,3164715403.0950522,422712806014.4545,353.3174424027876
1040.539063,20384.053312455355,3111359275.2360663,415313655695.52106,348.8187184376115
1038.796875,20168.420813002715,3073157796.4310727,408218649690.9213,345.76303645476094
1037.054688,19976.498299862727,3065636789.903727,401931657952.7197,344.8171543031187
1035.310547,19783.682137073403,3061637566.5968585,395782397863.82745,344.0648707775235
1033.566406,19597.80438161926,3046782927.935636,389342851613.30804,342.7336498109354
1031.822266,19343.36953475549,2987572149.891743,381874831580.6637,338.3881601264437
1030.078125,18932.94324287568,2841023627.391207,372380815260.81287,327.90339995830936
1028.333984,18500.716220074297,2650074699.9768496,362059305434.2792,313.795149481485
1026.587891,18153.034141584383,2454547390.6218905,352036719004.11646,298.93945012695593
1024.841797,18002.22564481124,2276716493.2478724,343005555357.70404,283.0674915037138
1023.095703,18188.609523194234,2150047425.2323704,335898326925.20905,266.69624933884865
1021.349609,18647.600007548313,2069570096.5245755,330666571560.3419,251.61682621845313
1019.603516,19337.195502172315,2033658278.3306975,327426952512.79956,238.52490061337508
1017.855469,20151.911871821023,2028170869.2911305,325499074723.1486,230.33630339949312
1016.109375,20976.975914555664,2038194799.4904377,324289587530.8024,230.52665222876647
1014.361328,21886.86338790941,2085183335.7707322,324520486136.2045,236.18772249685696
1012.613281,22792.980514294468,2151866930.5367036,325260498778.9953,244.10151144287076
1010.863281,24068.20957588491,2330282344.52932,330429111959.5038,254.24299871598285
1009.115234,26127.222688814996,2722253431.5809903,344249794584.6943,265.5996976452336
1007.365234,28319.020021830987,3176055885.7646995,360434405091.83453,276.48727285881415
1005.615234,30291.064613792023,3602818301.382553,375699510963.1541,286.51296470583617
1003.865234,31197.999828400825,3819795705.0363517,381588715016.35675,292.1249546625976
1002.115234,29965.99168997324,3590388334.072584,367383441605.8601,289.28135532524425
1000.365234,27636.155820307373,3131550780.2962127,343531468443.7993,281.46128514189087
998.613281,25056.76488260529,2626164222.9419913,318303851663.87494,271.9983730250474
996.861328,22932.01241487707,2203789777.009214,299076416983.4304,261.8968137436023
995.109375,22351.260992053056,2075734662.5169852,297182823337.1689,253.47503954144065
993.357422,22584.423300562437,2105762514.9025972,304271660968.29254,246.72413484790906
991.603516,22907.14820702012,2150183769.8428535,312035360879.5518,240.5398163374957
989.851563,23155.954214341094,2197700012.0923967,318543010299.2198,237.70532608713782
988.097656,22871.762234965474,2181486251.569448,318592533129.212,240.87932329079203
986.34375,22348.180364056123,2135381583.0269098,314836718106.76996,247.2415564750726
984.589844,21934.27157933324,2113693362.5623665,311223827333.9923,254.79965566977808
982.833984,21611.90285918349,2087268992.737076,305844160614.8023,261.20533842713
981.080078,21476.598898483153,2040587065.364967,297851199836.4222,263.06612781972956
979.324219,21441.293679037004,1989006938.5513964,288855572516.7059,262.5330304778712
977.568359,21391.04402722501,1935008257.4546542,279455251133.7243,261.7727112795033
975.8125,21302.262635870935,1899223187.660222,271783618047.01624,261.05212819608107
974.056641,21120.884373942863,1907853077.8067822,268514518220.23718,261.4530049022971
972.298828,20894.649267776225,1941010398.284864,267932318096.90244,262.60384643641623
970.541016,20663.485576172017,1982753933.7783997,268373903694.1471,264.0057865272116
968.783203,20478.158707037357,2022831876.9266043,269626178732.83945,265.72651424681146
967.025391,20410.668516612954,2043626311.3994832,270810771827.95178,267.6666972491868
965.267578,20379.446502281233,2057075425.135306,271972462733.86044,270.2544946308928
963.507813,20324.089686494957,2073646630.4150593,273415278794.8718,273.5143075600625
961.75,20175.64709774995,2099139544.229547,274493832932.77747,278.57532605189664
959.990234,19833.14684025585,2144025108.7082803,274615295632.36838,286.7494809840687
958.230469,19391.116538540242,2196912272.817943,274028006921.70813,296.1545756474523
956.46875,18942.789310950782,2248630954.1862807,273055879895.9746,305.4054089549633
954.708984,18516.45054753959,2289015062.327477,271376313511.9499,312.7951518778461
952.947266,18175.557770564883,2304386620.06367,268805508441.70102,315.95259722556085
951.185547,17901.1683209897,2305716479.07126,265839370206.24487,316.5500310647072
949.423828,17646.021666012944,2299845104.335581,262597756627.29947,316.27644650876977
947.662109,17468.457747732806,2299407684.036195,260135547441.2392,315.38864426239985
945.898438,17417.77199036375,2321622154.5758514,259678009864.78122,314.8615780885013
944.136719,17421.48045346184,2347868224.471405,259994006964.84094,314.3613473478506
942.373047,17437.104323994252,2365417409.159016,260246397055.87085,313.0566494707423
940.609375,17381.754881695368,2356592505.0519176,259275234951.2099,312.0684335061973
938.845703,17146.192957591928,2296827719.001027,255471350113.32727,312.36640036092797
937.080078,16812.88130409645,2209972787.838842,250196651636.95172,312.80432746366137
935.316406,16456.598294789146,2116460339.4236414,244538863503.37512,312.95096957782954
933.550781,16104.528617400683,2031149724.1011095,239423413762.7933,311.1662953087644
931.785156,15819.242375198912,1977411204.4078794,236316521199.43753,305.29350989336456
930.017578,15561.878945475111,1940440147.3477252,233970031958.6936,297.66482195748705
928.251953,15275.180615252564,1905609877.4220746,231261652274.91113,290.2904015688126
926.484375,14995.587615676615,1868754383.5141509,227625828780.3606,284.2976233378479
924.71875,14743.63355852301,1819947751.098379,222009930617.76743,281.7440192195812
922.951172,14480.204139743744,1766327164.909563,215266357545.90125,281.3830696508176
921.181641,14206.20001600635,1713745118.3619318,208376482844.3184,281.21031439798395
919.414063,13831.598638649975,1668432720.7239368,201378149892.4118,282.7614374505602
917.644531,13248.72799293473,1638852680.3669593,194585455495.95465,286.982775209094
915.876953,12585.665876048284,1614939350.1566327,188172519840.23337,291.7858843153869
914.107422,11939.740658893614,1592231644.2700293,182115541058.6595,296.8646785944292
912.335938,11404.742327480013,1553574415.8066812,176797771493.94156,297.56539294968513
910.566406,11124.082743816265,1478726416.0646067,172699509705.21136,288.6175406093115
908.796875,10992.065052939426,1389926220.5355327,169419898998.69324,275.51498377393926
907.025391,10883.662484435165,1299566771.9924948,166280541471.86093,261.52680923608966
905.253906,10823.824639969875,1237019534.4166794,163971110657.15472,253.04775184691448
903.482422,10793.667692919356,1239072557.348071,162969786626.0838,258.41311925910634
901.708984,10750.001855616463,1270269733.6135757,162222703546.9345,269.94312972705876
899.9375,10719.295587621198,1308380538.9818187,161706510275.82013,282.27606078788165
898.164063,10531.50104745716,1314196713.966082,158743697567.7195,288.31586168389015
896.390625,10005.621074350205,1235381708.451071,150309003598.8897,278.07896813716616
894.617188,9344.91258150416,1122723785.145135,139906924821.24457,260.78204499733954
892.84375,8671.371021083809,1012208439.7566373,129665143519.74414,243.50453221572764
891.068359,8216.8001348096,949793351.1133817,123584794415.36908,233.3647504931109
889.292969,8282.799081491936,1000640709.0712882,126895142974.88322,241.00713122282744
887.517578,8607.682274847795,1104409141.8575346,134856513298.50992,256.96050304647923
885.742188,9000.479051007405,1211537585.4221227,143873295177.14642,272.96661652219257
883.966797,9237.301424553041,1281987876.7801476,150151312783.7759,283.7570809010296
882.189453,8998.3938298713,1253142482.423767,148158043436.33932,280.49322722958954
880.414063,8562.59067264585,1174307059.4180195,142428366269.43863,269.761100577062
878.636719,8133.1529611130245,1092024339.2894735,136561506223.28078,258.2727534139621
876.859375,7952.966682199626,1026286023.5695488,133805383882.51468,247.71798928931517
875.080078,8369.687534364904,1015724965.1471555,139146702271.29453,242.32071284187788
873.302734,9046.85278722377,1035084067.5410957,148023485738.86752,239.84640352950615
871.523438,9731.239090478895,1058086059.3941365,156780159961.23035,237.44762419586488
869.744141,10138.451515132676,1078634479.2748978,162055219464.80142,235.69060309325917
867.964844,9859.620991380367,1080414069.196423,158774040920.63608,234.11573561777223
866.185547,9260.706516231363,1077198157.3994486,151464175571.87964,233.2715247675782
864.404297,8641.3176882394,1081419761.0653052,143982379985.5758,234.051224852992
862.625,8250.902528235898,1101401356.3091629,139152797927.6572,236.11067451280528
860.84375,8478.47751776567,1151306117.3854623,141524615234.53824,239.3765836747511
859.0625,9004.64194243461,1213978493.0580254,147457897903.1491,243.62323813962564
857.279297,9540.746539146465,1273358980.6068857,153508998175.58725,247.98168772986753
855.498047,9932.637310579943,1320640176.5157058,158202249723.82495,253.5561180293825
853.714844,9903.303310422432,1341109522.3951278,158674839786.24448,261.4089398934992
851.931641,9663.883857830622,1342687519.7111118,156913494612.37952,269.4633503487981
850.148438,9429.263023649397,1336974791.3813262,155056346718.72586,276.88637019260705
848.365234,9259.296192851898,1319104776.6900616,153481010258.1743,280.3563689744274
846.580078,9293.000361019842,1286950778.6242073,153301511001.07755,275.85751923900983
844.796875,9445.315128443082,1250182176.4131582,153871457365.46518,267.56831700727247
843.011719,9618.693589107652,1215653842.4460897,154534757357.71786,258.66249043146865
841.226563,9801.757757501338,1192202888.9609644,154902375269.2512,252.59057587067184
839.439453,9949.874677776355,1191408966.2512941,154360471691.54068,254.2043756109142
837.654297,10099.455253846896,1209409512.4774265,153719240857.5585,260.11013745269986
835.867188,10276.15107378806,1238986573.1601968,153275127762.23956,267.55014196703274
834.080078,10524.722660230802,1287131509.096738,154604513544.73904,274.1379196004005
832.292969,10905.496021052302,1359368517.7406216,159531444616.7371,276.25540863521525
830.505859,11331.697420158409,1443353129.161522,165916198924.63284,276.96829278539366
828.71875,11744.830354922167,1529525881.9682815,172579883701.38983,277.9367029390725
826.929688,12052.033994304673,1607472896.1879263,176685027184.1829,283.17975186693667
825.140625,12128.671298229287,1662921054.8684413,174647352729.23502,297.93442604513416
823.351563,12087.915914242445,1701053286.6478534,169939925678.88126,315.8733470467625
821.5625,12032.093006604817,1730008701.9285834,164939749568.2409,332.8752032887796
819.771484,12014.899692668576,1743305389.3712373,162981943889.2605,342.2241283050169
817.982422,12130.855883022075,1736718319.2444391,168694504898.9712,334.84028899075173
816.191406,12331.148051211188,1719438784.292659,177853173778.80762,319.3353220222205
814.400391,12554.949476142421,1697769796.8854785,187161877173.24365,303.04748321951865
812.609375,12813.096321210276,1680615790.1103876,193461623741.0552,291.02531239747924
810.816406,13098.161357817009,1680197761.6590858,192001459065.8556,291.5491613358969
809.023438,13396.025198584242,1690350359.982862,186821803063.75125,299.09279265415677
807.232422,13690.20816306472,1702394523.3620498,181409441288.0131,307.5863683934514
805.439453,13983.09643363188,1721992528.3830924,178077344144.51535,316.8857608078431
803.644531,14277.773216410444,1752210499.2051003,180686237123.99826,324.66721743468025
801.851563,14527.867987047232,1784681827.542238,186164720465.7558,331.2296077789231
800.056641,14708.05442211738,1816252150.4941232,191579003740.45056,338.03639481999494
798.261719,14759.015974502994,1833014779.7376292,195719110078.36145,342.77442032580024
796.466797,14605.16918573933,1818116776.7496066,196198749962.9894,343.3610561061054
794.671875,14324.453531497375,1786677173.3349316,194706415283.0012,341.46593873374457
792.876953,14003.97285763351,1751082831.7370725,193044417526.8067,338.2454019790581
791.080078,13649.829288786244,1720211096.5163562,191540968095.88004,334.78691200497406
789.283203,13297.19383920269,1708990905.1132014,191210879533.93683,332.83812465107314
787.486328,12986.104251394794,1707725927.3757718,191351992001.89462,331.5026154945136
785.689453,12712.469230652274,1705452615.7896223,191101442079.87604,329.8194551150411
783.890625,12606.481424297512,1704267676.7660592,190562467676.07928,328.00620196121076
782.09375,12799.771330985408,1701574380.6808817,189505382418.20352,325.8782103564918
780.294922,13178.570933817993,1697939713.8650532,188168152216.43848,323.5969197266004
778.496094,13694.823059142676,1700054053.1649914,187128427677.1573,321.53649974253966
776.697266,14176.53305515527,1694280731.9688048,185765138460.8359,319.35106446505614
774.896484,14396.603915600797,1667076214.217511,183537749418.76364,316.7553374412895
773.095703,14592.096572926477,1636556210.6170754,181336135858.34055,314.0902815123816
771.296875,14930.959748171206,1610303256.581686,179382178119.04755,311.3883229863392
769.494141,15586.866835905888,1614418494.6543574,179278131286.12836,309.3397430968846
767.693359,16833.15116013251,1682308933.0205371,182988087675.73013,308.77836116865933
765.892578,18382.324447084546,1777392623.6160538,188223099073.40707,308.7285089971265
764.089844,19908.96386676673,1869464086.900966,193186769875.7237,308.5399742052181
762.287109,21400.14607122388,1935174308.6413653,196210920307.05933,307.3274664069555
760.484375,22753.885021470633,1938278819.581011,194824057195.69794,303.8065684752405
758.681641,23837.32995623264,1901186238.165111,190686272194.37637,299.2026989157912
756.876953,24650.867571849805,1849631974.1159527,185592160682.56448,294.78466920946056
755.074219,24864.696195543765,1782166177.421999,179687212990.36084,290.7559621519987
753.269531,24116.664691566504,1706201493.376274,173739562828.77042,287.7834679222656
751.464844,22772.066852781707,1625888957.6526444,167842474173.08893,285.9101240741672
749.660156,21145.516051819443,1540963344.9869733,161863565461.9128,284.64325050826267
747.853516,19452.02189148064,1463338601.5523837,156359165732.7551,285.2917323350389
746.046875,18037.583914493247,1404861480.0897014,151850401096.83737,289.04612072215104
744.242188,16790.222009823876,1362620169.924984,148330756575.27075,294.51549448942507
742.433594,15558.86547694743,1334492876.5440154,145589979602.7989,301.1459494452527
740.626953,14455.955811784,1319798724.5258243,144246075278.65573,306.55273352110476
738.820313,13527.61457902582,1316553964.1897845,144884282025.46518,307.9397023802311
737.011719,12755.612629112413,1324941007.6390605,146556770708.90585,307.86222198070186
735.203125,12160.82443590034,1340563387.3744593,148617421002.29156,307.53161881075243
733.394531,11668.374547760715,1372811316.5850809,150059614520.44553,310.5161591378591
731.585938,11189.839081830763,1431107584.195585,149546320650.96933,321.3737992745742
729.775391,10789.735711325096,1496674374.4737294,148001366882.3225,335.06616154201333
727.966797,10491.946030530762,1561256093.8095303,146317687807.0143,348.2828116101973
726.15625,10371.329518485185,1594520332.901249,144726381408.34753,355.87350185450543
724.345703,10528.781331363654,1560033707.9842842,143822332714.53653,350.8315379242672
722.533203,10823.242500508735,1493750227.0718298,143381500530.43155,339.72901834823557
720.722656,11153.144612435843,1421349431.0396583,143086564749.39996,327.9567414251086
718.910156,11383.094374532917,1374973215.4526412,143118673547.7793,319.8731860495612
717.097656,11329.489055671118,1400240540.4945588,143539434933.60858,322.31341905047896
715.285156,11135.35506227434,1459632963.244076,144389620881.86838,330.18843013049127
713.472656,10929.50180034248,1521826763.5452054,145738813617.8235,338.55132061577615
711.658203,10776.426622674531,1564794780.711261,147573732472.24094,345.865632725187
709.84375,10798.223719291702,1551872444.9327528,149911772728.34048,348.5559750398725
708.03125,10915.661518769795,1513316337.168593,152648333052.86618,348.91962037834577
706.214844,11039.1405490909,1477528423.859961,155560718800.52866,349.81257947751436
704.400391,11173.952549764572,1457029661.2041726,158863246530.46353,350.66797000027503
702.585938,11294.446290540689,1475951220.8273623,162721127455.14465,351.87975548108784
700.769531,11408.035099245262,1516802450.2698863,166725770238.6949,353.5273904217383
698.953125,11539.621215079258,1560243149.3049085,170825635675.73566,354.7876941810683
697.136719,11662.723226640112,1604601317.7958615,174068498133.60004,357.4043741909541
695.318359,11750.60406395327,1641176280.6105366,175371348836.10175,363.13672807382784
693.501953,11833.553483198064,1673700772.1102412,175945981766.26816,369.9055365978566
691.683594,11940.25217028705,1709819247.7615483,176536007299.09378,376.61030357728987
689.865234,12066.356042210986,1742676416.7341912,178483603796.36017,380.7529715354165
688.046875,12222.408368542168,1767129485.7571695,183584153838.6869,379.0708749425856
686.228516,12410.215187053744,1789432598.9479992,190173844992.9224,374.6650421975755
684.408203,12591.290462391682,1811629315.4632206,196907767147.4402,370.026943138736
682.587891,12856.936676828345,1843172567.9718907,202674538472.92682,367.2627132357843
680.767578,13301.082216049626,1895931616.0682313,205734053334.02994,369.61279332336386
678.947266,13778.00256448713,1958114468.481051,207404854051.09695,374.7383709853439
677.126953,14208.313971390875,2020529114.9196842,208948613951.75528,380.422058904566
675.304688,14404.978409268302,2074796295.3195708,210793184691.86832,385.8151571012804
673.482422,14133.586645831554,2108507936.3582056,213915518605.78885,389.1264149755229
671.660156,13610.91738371777,2130392036.2123442,217635064171.14713,391.5946880690849
669.837891,13007.301750249435,2148357575.0248103,221086642354.21985,394.49577513124984
668.015625,12492.17253835088,2166963836.0653253,224539794570.15814,398.0234387182502
666.191406,12308.28236804575,2193833036.1061606,227946128948.23953,402.95452676318973
664.367188,12291.122311356568,2223841410.2542734,231178392190.40787,408.4120161357288
662.542969,12324.479968621272,2254250923.9733596,234631209258.07507,413.2083133209141
660.71875,12259.827867648668,2277991499.6357484,237127178221.85632,417.76335423437615
658.894531,11882.694197451856,2285966472.210304,237466297744.5621,422.14020931450665
657.068359,11426.613721889848,2290161773.2762814,237181588489.25134,425.7631882062595
655.242188,11033.63586711189,2297023067.5849032,236939994381.71,429.0951311764597
653.416016,10972.183019706365,2322674685.9968147,239017257022.53867,429.77042969827005
651.589844,11600.869213753876,2387540644.9737267,246262802761.3302,425.1615956415861
649.761719,12533.777036486163,2470303316.2352734,255709210875.89627,418.76017777666004
647.935547,13467.728466655233,2554957966.3249793,265177668495.29614,412.8070289204777
646.107422,14113.335623684708,2623597501.0008583,272207456290.07108,410.82479352316875
644.279297,14037.092586734272,2650797076.1679516,273234776300.59656,417.7075135551199
642.449219,13575.18084424102,2656377285.54941,271193958416.65915,429.1126967587751
640.621094,13067.502087034241,2657274702.801337,268786027223.68634,440.7397930841921
638.791016,12590.03477559499,2665417606.2863326,267270340968.84647,451.6322442872713
636.960938,12347.765682041307,2700026284.412134,269016852741.43448,459.1257548310987
635.130859,12272.891541395884,2746698912.608232,272620312022.02927,463.853436916488
633.300781,12230.4386111448,2794583369.531575,276484901176.4496,468.1406307270054
631.470703,12351.23266161952,2831636553.156854,280670726740.5751,468.22607670733936
629.638672,12732.217050443247,2840252867.8694286,284650039005.50494,460.73131426532603
627.806641,13259.770107412218,2839718103.9298825,288726897357.2754,450.3193576340351
625.974609,13872.381298921864,2843158878.971838,293393861899.88586,439.3161849445594
624.140625,14442.191394497124,2870781331.4220862,298449348108.2226,434.10014877105436
622.308594,14800.287555096682,2949477181.008083,303797813887.33026,442.6280879278346
620.474609,15058.117729055455,3053314616.283831,309432020861.02057,457.8306740521753
618.640625,15308.648635874873,3162985778.2965336,315291483631.441,474.5693486601843
616.806641,15598.025296100599,3255566999.2610507,321291262642.4149,486.93969283891795
614.972656,16020.032804051198,3298709905.3350244,327368399796.9224,486.35627862817137
613.136719,16491.881655625406,3319411825.5245495,333520768805.9195,480.10090152070273
611.300781,16932.201476137667,3338390533.1717443,339631893133.5388,473.98022196880464
609.464844,17317.66697450874,3376217568.9851737,345949293532.5008,472.9182894441794
607.628906,17592.649131145117,3464108460.421114,352745170804.092,484.7217401786845
605.792969,17799.048243629546,3572688769.1714344,359524924996.0261,502.24170910311636
603.955078,17998.26764970133,3677710665.3191276,366003010451.4599,519.0210581600411
602.117188,18163.340680220554,3759654801.622803,371567392605.3718,531.5303998750677
600.279297,18283.969070123832,3788029071.3340087,375457212765.60693,533.5417632637323
598.441406,18402.29508295491,3788284306.7998157,378349002133.39,529.4897206764607
596.603516,18521.11306012004,3784393597.9415207,380778374303.14185,524.4368062383109
594.763672,18736.71008460274,3787365063.6375914,383276261065.6008,518.373248785721
592.923828,19159.85824308603,3817756153.5213094,386604842540.5095,513.0194098394163
591.083984,19671.35598978718,3862803929.7303433,390255522910.9255,508.5509160977639
589.244141,20186.259634834194,3908531819.1331143,393889158213.2088,503.879452522263
587.402344,20601.252369590595,3953788247.0608473,397011157448.18854,501.746225284443
585.5625,20768.316526056304,3991912222.026149,398907833401.31757,504.7800137814018
583.720703,20803.015578478877,4027549414.5833273,400397456232.04,510.5655791739194
581.878906,20812.911587082373,4066430913.8779855,402001687863.07825,517.6109921891461
580.037109,20838.576862508016,4107451448.678358,404574323810.70624,523.4573604334288
578.193359,20965.592376859808,4151770259.328677,409277960311.13165,524.7879705332813
576.349609,21141.70780116787,4196320601.3083963,414864790625.44275,524.0248976898889
574.505859,21299.961327474095,4235303100.9360538,420255615394.7132,522.8014493265233
572.662109,21455.74922327621,4272446273.7795005,424659665549.08496,523.2343398837307
570.818359,21605.502674482184,4310532358.599853,426860350868.94965,528.3871579519619
568.972656,21730.80853500263,4341368370.970184,427509814777.4387,534.9369319257469
567.128906,21826.142793525283,4362494499.658705,427291303855.6757,540.5701766478536
565.283203,21865.308736760144,4358281018.750248,426278988966.4632,541.9713827586421
563.4375,21815.175312622647,4310941334.289019,424811123791.6276,534.7007559347509
561.589844,21693.329697663903,4238271755.381813,422660893773.044,522.8574509027181
559.744141,21527.773113377665,4151267076.0085773,419668798102.14526,509.4626894749826
557.896484,21289.87031797021,4069935981.3390727,415521796861.94025,498.19816214568175
556.048828,20962.181419247838,4021323037.672729,409895961936.22736,494.2639785678457
554.201172,20581.933050936153,3980904355.349846,403251500092.19995,493.16158058964186
