Wavenumber,COMP1,COMP2,COMP3,COMP4
1314.609375,31510.33151965026,1186029994.3504038,173148835730.97913,175.4360219794254
1312.925781,33212.690166568435,1266040509.4796133,175515734835.22952,175.52336861635027
1311.240234,33848.38555071043,1287382894.7879336,176766784849.93814,173.73376032007212
1309.556641,33567.444456265635,1277704879.8943176,175494956652.3853,173.79751353528508
1307.871094,32734.787721634446,1270422387.810301,172135783748.62225,177.37961581261965
1306.185547,30906.455251165815,1259188726.9850907,162018151621.8584,190.03742847580222
1304.5,27708.992724424614,1249645653.7419293,141160836563.5606,218.86218682211538
1302.8125,23885.025535881072,1246431696.6529677,115206100497.7594,254.66101129038768
1301.126953,19874.95474104298,1238096783.793052,85056558764.16225,290.1962655386656
1299.439453,16612.28364994242,1260590256.893204,66067337695.035614,318.2000606845312
1297.751953,15274.052802755725,1351591479.0782166,77077561821.00456,328.2844635763222
1296.064453,14990.669622816496,1465214634.0176694,102565361069.05936,327.3606446385227
1294.376953,15024.765182330435,1575327493.1494637,129500435661.13347,322.5972362884082
1292.6875,14939.734635236717,1629897590.3380597,151904971771.8001,315.2749748923753
1291.0,13943.014898393769,1559036671.1689148,158358057649.8339,309.266262436792
1289.310547,12598.849619780322,1429030736.0059526,156123946442.29825,303.93301571124795
1287.621094,11475.594484078822,1298111233.0506392,153160426031.2531,298.2875814659055
1285.931641,10677.10601602102,1198700430.76793,150225422328.78735,292.90658692360654
1284.240234,10527.895611132839,1188492932.866982,151085479086.96866,287.9877547245781
1282.550781,10776.492495594563,1233596285.242771,153498949036.30167,285.28474138017805
1280.859375,11109.036430400307,1288745763.0799,154482901171.11664,284.67062982079574
1279.167969,11541.348501006758,1372219473.7387147,154609133169.50616,291.5354440233088
1277.476563,11993.342123884346,1488235776.284564,153549566097.02985,311.7867156851382
1275.785156,12458.114279457226,1614078436.0861845,152000117836.70358,337.6570421555092
1274.091797,13009.98988310038,1747554550.3601747,150897875642.03125,364.23147469218605
1272.400391,13492.333978854895,1838754463.652401,150598820346.88226,382.7399844653162
1270.707031,13750.354688058222,1829723687.0687811,151666550369.93222,381.6136620000906
1269.013672,13948.043865667338,1775634292.1021962,153647972531.9664,370.67604216326
1267.318359,14188.094456456323,1717883190.5932426,156067046228.46048,358.09048933278
1265.625,14621.365149404897,1695819009.7972567,158619004577.21744,349.6582362283039
1263.929688,15462.281623770261,1770207663.6230755,160840226345.87915,355.02747519544846
1262.236328,16529.42970509389,1894790118.1870997,162952397665.95416,367.0333423476799
1260.541016,17644.37590982644,2022103975.3402152,165030369030.91263,378.508254157952
1258.845703,18756.19250052261,2145193019.3312507,167459514870.4666,387.8530109304934
1257.148438,19750.301281526048,2239070204.954247,170717146780.12808,390.5919517484335
1255.453125,20645.94936378579,2310844503.3798704,174069290427.37946,389.55528896346846
1253.755859,21491.567082099926,2379493281.4126415,177200043182.82922,388.79044391281354
1252.058594,22222.325449467582,2420439824.961346,178928228782.4792,386.5883923192885
1250.361328,22787.122651611426,2413217926.3445826,177810644011.7083,382.42685060367273
1248.664063,23221.003097308294,2382018796.6581383,175418753583.1859,377.92507485641966
1246.966797,23555.53312320429,2337686179.7076707,172867921753.3997,372.7917873497989
1245.267578,23791.92099419897,2313746103.0744042,171581262092.62817,371.35204891443965
1243.568359,23948.10697356868,2352535261.5040026,173571200563.3636,378.4753204354775
1241.869141,24040.51829272046,2416117201.576465,177142677628.87463,388.9856126282386
1240.169922,24056.69615620874,2476877842.152039,180760304756.89673,399.57802632087856
1238.470703,24074.33139074653,2504521000.066063,183650935861.34735,405.05893990537805
1236.769531,24179.99077135604,2454802811.6457577,184431598212.42987,398.33182769415697
1235.068359,24272.31882386422,2366087834.07593,183920059774.97214,385.6858687809605
1233.369141,24275.069424886686,2269832077.0963726,182994652695.31964,372.33536526688806
1231.666016,24116.89857038528,2192565586.3949237,181827447247.05695,362.24398222185505
1229.964844,23688.556372776024,2174885145.870946,180884213214.81818,361.70266180508725
1228.263672,23071.19231260531,2184332227.2985735,179917679920.08752,366.13040085803806
1226.560547,22364.0752321666,2195149371.8745728,178903171369.03293,371.338769648992
1224.857422,21550.881589208286,2184164003.9223375,177231710473.8708,375.32610867762895
1223.154297,20643.909331124258,2114380260.240294,174144422674.37094,374.16469883745395
1221.451172,19699.42889185349,2022981593.5330637,170941904644.2003,371.1871177970672
1219.748047,18736.953632912933,1942491065.4386423,168394828395.03796,369.6785165326553
1218.042969,17859.50070664268,1892118350.7196426,168037634037.93494,370.5027569448007
1216.337891,17186.895376043154,1905860091.8030484,171913191214.25345,375.931143800699
1214.632813,16631.07150285957,1956274948.2261567,177996428213.14865,383.9288638990933
1212.927734,16113.465644656933,2008272728.7828014,184347632666.65042,391.4031815806698
1211.222656,15607.55827828744,2070371536.9439182,190292959677.46304,399.8448656920488
1209.515625,15050.143747731396,2141388415.6279085,194403698017.41232,410.0805120526116
